ら戳,秨絃基,程蔼基,程基,Μ絃基,EMA45,А絬よ,Θユ秖,А秖10ら,А秖よ,戈,щ獺,犁坝,猭,,北絃,磕戈,磕ㄩ,ユ產计,把籔瞯,禦秈產计,芥產计,ㄩ芥緇肂,up.5days
2017/7/7,69.44,69.44,69.05,69.18,67.61,1,3570,3919,0,-2653,0,756,-1897,-604,-629,398,114,385,0.4158,333,128,2123,1
2017/7/10,69.22,69.61,69.22,69.53,67.7,1,3550,2849,1,-1556,0,-443,-1999,-498,-512,436,113,407,0.44,339,158,2123,1
2017/7/11,69.83,70.56,69.7,70.56,67.82,1,4139,2960,1,-1560,695,193,-672,50,305,431,113,490,0.5297,318,336,1953,1
2017/7/12,70.52,70.78,70.35,70.56,67.94,1,3948,2726,1,-2373,1348,-185,-1210,-234,-326,409,82,342,0.3697,254,174,1953,1
2017/7/13,70.91,71.3,70.74,71.13,68.08,1,3993,2983,1,286,0,-49,237,69,145,377,82,358,0.387,220,241,1953,1
2017/7/14,70.95,71.08,70.78,71,68.21,1,2282,2904,0,522,0,260,782,18,-42,375,86,275,0.2976,182,157,1953,1
2017/7/17,71.39,71.43,70.95,71.13,68.33,1,2688,3017,0,-46,0,-150,-196,313,163,372,87,319,0.3456,180,220,1953,1
2017/7/18,71.13,71.3,70.82,71.3,68.46,1,3278,3221,1,336,0,15,351,259,270,340,89,285,0.3088,145,195,1953,1
2017/7/19,71.26,71.82,71.26,71.56,68.6,1,7268,3721,1,-346,0,1457,1111,1048,897,174,84,408,0.442,151,334,2438,0
2017/7/20,71.69,71.73,71.43,71.52,68.72,1,2021,3674,0,52,-98,456,410,81,-4,172,78,260,0.2817,168,147,2512,1
2017/7/21,71.47,71.47,71,71.04,68.82,1,4466,3763,1,313,-1260,2168,1221,-70,-183,196,59,317,0.3434,222,168,2512,0
2017/7/24,70.91,71.21,70.74,71.21,68.93,1,2364,3645,0,508,0,65,573,155,222,203,49,278,0.3012,181,165,2512,0
2017/7/25,71.21,71.39,71.04,71.34,69.03,1,2127,3444,0,671,-1095,717,293,-67,-83,209,7,225,0.2438,158,108,2512,1
2017/7/26,71.43,71.6,71,71.08,69.12,1,2357,3284,0,-348,0,-462,-810,-249,-328,216,0,274,0.2969,224,113,2512,1
2017/7/27,71.13,71.82,71.13,71.82,69.24,1,2214,3107,0,-240,0,989,749,303,252,178,0,293,0.3174,168,193,2512,0
2017/7/28,71.3,71.34,70.91,71.04,69.32,1,4402,3319,1,-10,0,-603,-613,-1584,-1510,289,0,456,0.494,429,92,2512,1
2017/7/31,71.08,71.13,70.74,71,69.39,1,2807,3330,0,915,0,-306,609,-583,-742,324,1,368,0.3991,330,107,2512,1
2017/8/1,71.7,71.7,71.17,71.39,69.48,1,2642,3267,0,241,0,-67,174,-171,-279,317,6,255,0.2766,188,113,2512,1
2017/8/2,71.56,72.13,71.56,72,69.59,1,5045,3045,1,1206,0,-1009,197,218,185,291,10,354,0.3839,203,238,2512,0
2017/8/3,71.43,71.87,71.3,71.74,69.68,1,4029,3245,1,160,0,-2577,-2417,-431,-470,337,12,307,0.333,257,113,2512,0
2017/8/4,71.7,71.87,71.61,71.87,69.78,1,1144,2913,0,201,0,16,217,45,24,333,15,226,0.2451,147,120,2512,0
2017/8/7,71.96,72.44,71.96,72.39,69.89,1,4109,3088,1,499,308,-605,202,880,699,234,23,404,0.4387,182,315,2512,0
2017/8/8,72.48,72.66,72.04,72.35,70,1,2986,3174,0,593,0,973,1566,112,41,231,25,286,0.3105,175,183,2512,0
2017/8/9,72.04,72.09,71.61,71.7,70.07,1,3122,3250,0,1422,0,-109,1313,-541,-614,372,29,368,0.3996,314,138,2342,0
2017/8/10,71.87,71.96,71,71.22,70.12,1,3169,3346,0,523,0,-1954,-1431,-714,-846,477,50,499,0.5418,407,228,2342,1
2017/8/11,70.56,71,70.47,70.91,70.15,1,2747,3180,0,-61,0,-1215,-1276,-844,-903,517,68,488,0.5299,437,162,2342,0
2017/8/14,71.08,71.22,70.47,70.47,70.17,1,2245,3124,0,-128,0,-1036,-1164,-650,-978,616,101,471,0.512,401,193,2381,1
2017/8/15,70.95,71.13,70.65,70.95,70.2,1,2709,3131,0,448,0,-197,251,-581,-646,660,107,432,0.4696,358,183,2381,1
2017/8/16,70.82,70.91,70.34,70.69,70.22,1,6283,3254,1,1990,0,-2391,-401,-2490,-2661,738,95,601,0.6533,583,116,2382,1
2017/8/17,70.91,71.3,70.82,71.26,70.27,1,1969,3048,0,186,0,-608,-422,-357,-384,702,103,428,0.4652,340,191,2382,1
2017/8/18,70.69,70.82,70.39,70.82,70.29,1,2316,3166,0,466,0,-1762,-1296,-1009,-1219,733,101,441,0.4793,410,105,2382,1
2017/8/21,70.74,70.87,70.47,70.74,70.31,1,2050,2960,0,515,0,-308,207,-249,-286,736,107,325,0.3533,258,127,2382,1
2017/8/22,71.08,71.48,71.08,71.43,70.36,1,3987,3060,1,1348,1481,-1544,1285,634,618,555,120,380,0.413,193,266,2408,1
2017/8/23,71.56,71.78,71.35,71.35,70.4,1,5505,3298,1,665,2005,-3508,-838,-40,-99,553,121,351,0.3815,236,211,2408,1
2017/8/24,71.43,72.04,71.43,72.04,70.48,1,3488,3330,1,2492,0,13,2505,1247,1113,444,106,424,0.4609,152,367,2408,1
2017/8/25,72.13,72.22,71.91,72.18,70.55,1,2615,3317,0,920,0,624,1544,956,668,405,107,391,0.4255,158,326,2393,1
2017/8/28,72.18,72.26,71.91,72.04,70.61,1,2773,3370,0,1545,0,-54,1491,772,744,388,105,412,0.4488,198,305,2393,1
2017/8/29,71.78,71.91,71.52,71.83,70.67,1,1229,3222,0,347,0,245,592,355,405,422,105,343,0.3736,181,224,2367,1
2017/8/30,72.13,72.35,72.09,72.18,70.73,1,4120,3005,1,3407,0,-815,2592,1170,1008,357,108,410,0.4466,152,343,2360,0
2017/8/31,72.57,72.57,72.18,72.39,70.8,1,3284,3137,1,1573,-758,617,1432,708,643,351,114,380,0.4139,145,313,2360,0
2017/9/1,72.39,72.61,72.13,72.44,70.88,1,4429,3348,1,3271,-566,-148,2557,758,728,295,113,394,0.4292,159,322,2420,0
2017/9/4,72.35,72.48,72.18,72.31,70.94,1,2596,3403,0,1047,0,-1037,10,260,204,316,108,289,0.3148,168,187,2430,0
2017/9/5,72.35,72.44,72.13,72.39,71,1,2564,3260,0,1818,-578,-643,597,119,120,322,108,239,0.2603,161,135,2450,0
2017/9/6,72.18,72.35,71.87,72.09,71.05,1,2891,2999,0,1400,0,-1366,34,-145,-250,349,111,288,0.3137,229,123,2460,0
2017/9/7,72.26,72.31,71.74,71.78,71.08,1,1369,2787,0,-103,0,-40,-143,-144,-286,368,113,259,0.2821,192,119,2510,1
2017/9/8,71.91,72.35,71.91,72.18,71.13,1,2842,2810,1,1228,0,-54,1174,196,282,326,117,220,0.2397,93,159,2550,0
2017/9/11,72.66,72.74,72,72.04,71.17,1,1628,2695,0,-148,-530,447,-231,-121,-279,385,114,240,0.2614,174,122,2550,1
2017/9/12,72.39,72.48,72.13,72.31,71.22,1,1394,2712,0,289,0,207,496,69,-37,351,118,207,0.2255,125,113,2550,0
2017/9/13,72.35,72.44,71.78,71.83,71.24,1,2175,2517,0,-707,-400,288,-819,-515,-622,397,115,322,0.3508,289,77,2550,0
2017/9/14,71.83,72.04,71.7,71.87,71.27,1,1750,2364,0,452,0,-526,-74,-123,-232,411,119,251,0.2734,196,96,2550,1
2017/9/15,71.87,72,71.65,71.87,71.3,1,1821,2103,0,167,0,-155,12,-427,-436,417,125,299,0.3261,258,84,2592,0
2017/9/18,72.31,72.57,72.09,72.57,71.35,1,2693,2113,1,1695,0,55,1750,587,501,301,126,407,0.4438,206,307,2592,0
2017/9/19,72.61,72.7,72.13,72.22,71.39,1,1456,2002,0,-220,0,61,-159,-173,-224,338,127,303,0.3304,241,135,2592,0
2017/9/20,72,72.13,71.65,71.74,71.41,1,9964,2709,1,-2297,0,1038,-1259,-784,-879,392,130,357,0.3893,316,98,2592,0
2017/9/21,71.61,72.26,71.52,72.18,71.44,1,1830,2755,0,-64,0,-73,-137,-204,-163,420,135,311,0.3391,230,140,2592,0
2017/9/22,72.09,72.09,71.17,71.22,71.43,0,5606,3032,1,-1819,750,-2348,-3417,-2052,-1978,526,139,532,0.5802,505,111,2592,0
2017/9/25,71.17,71.17,70.47,70.65,71.39,0,7071,3576,1,-4389,0,-1436,-5825,-3636,-3389,723,151,672,0.7328,647,197,2678,1
2017/9/26,70.52,70.74,70.08,70.08,71.34,0,11752,4612,1,-9067,0,-158,-9225,-6610,-6034,910,160,746,0.8144,738,165,2678,1
2017/9/27,70.34,70.6,70.3,70.43,71.3,0,6243,5019,1,-3522,0,230,-3292,-1918,-1727,928,213,566,0.6179,532,166,2696,1
2017/9/28,70.47,70.52,70.08,70.17,71.25,0,6899,5534,1,-3399,0,1076,-2323,-2317,-2541,1014,238,598,0.6528,575,122,2739,1
2017/9/29,70.21,70.39,70.08,70.39,71.21,0,3444,5696,0,41,0,1134,1175,-837,-812,1014,270,446,0.4869,386,164,2899,1
2017/9/30,70.69,70.87,70.56,70.87,71.2,0,1585,5585,0,-100,0,-42,-142,-216,-318,972,287,374,0.4083,284,178,2932,1
2017/10/2,70.91,71.22,70.91,71.13,71.19,0,3261,5766,0,-571,0,1126,555,-63,-43,957,288,384,0.4192,264,215,2932,1
2017/10/3,71.17,71.3,70.95,71.13,71.19,0,1578,4927,0,-203,0,589,386,-147,-65,946,265,288,0.3144,197,147,2932,1
2017/10/5,71.13,71.65,71.13,71.43,71.2,1,6407,5385,1,3213,0,1634,4847,641,624,883,257,386,0.4214,176,302,2932,1
2017/10/6,71.65,71.74,71.52,71.65,71.22,1,4127,5237,0,2448,80,374,2902,1108,890,853,269,391,0.4269,151,328,2932,1
2017/10/11,71.96,72.79,71.96,72.79,71.29,1,15975,6127,1,6723,617,7160,14500,8567,5924,408,297,753,0.8221,209,733,2932,1
2017/10/12,72.92,73.48,72.92,73.48,71.38,1,8770,5829,1,2149,100,4455,6704,4792,4001,318,282,694,0.7576,233,655,2742,1
2017/10/13,73.27,73.35,73.09,73.35,71.47,1,3596,5564,0,2694,100,309,3103,1431,1284,314,270,503,0.5491,202,430,2742,1
2017/10/16,73.35,73.75,73.35,73.75,71.57,1,4046,5279,0,2761,0,-367,2394,1380,1343,249,248,489,0.5338,172,433,2742,0
2017/10/17,73.79,73.92,73.57,73.57,71.66,1,3234,5258,0,2594,0,-28,2566,814,696,209,244,389,0.4247,187,301,2742,1
2017/10/18,74.01,74.18,73.57,73.83,71.75,1,4473,5547,0,3497,0,263,3760,667,646,213,244,391,0.4269,170,316,2742,0
2017/10/19,73.92,74.36,73.92,74.1,71.85,1,2447,5465,0,1390,0,13,1403,527,517,204,238,375,0.4094,176,299,2742,0
2017/10/20,73.66,74.05,73.66,73.79,71.94,1,1726,5480,0,806,0,286,1092,16,82,207,238,281,0.3068,185,153,2716,0
2017/10/23,73.92,74.14,73.7,73.75,72.02,1,1772,5017,0,966,0,-189,777,59,54,199,231,250,0.2729,162,143,2716,1
2017/10/24,73.75,73.75,73.48,73.66,72.09,1,1072,4711,0,259,0,410,669,59,66,199,231,214,0.2336,135,123,2716,1
2017/10/25,73.57,73.83,73.48,73.62,72.15,1,2417,3355,0,1547,-1000,38,585,-22,-84,189,226,220,0.2402,146,111,2716,1
2017/10/26,73.44,73.66,73.31,73.53,72.21,1,3226,2801,1,2656,-700,82,2038,42,47,191,226,224,0.2448,145,111,2716,1
2017/10/27,73.57,73.96,73.48,73.57,72.27,1,2141,2655,0,827,0,577,1404,3,-30,168,225,263,0.2874,179,138,2716,1
2017/10/30,74.27,74.49,74.01,74.14,72.35,1,3358,2587,1,2362,0,-199,2163,330,336,181,225,318,0.3479,150,239,2716,0
2017/10/31,74.18,74.49,74.01,74.36,72.44,1,2131,2476,0,1730,0,-825,905,97,115,179,224,288,0.3151,183,170,2716,1
2017/11/1,74.49,74.53,74.14,74.27,72.52,1,1314,2160,0,282,0,65,347,-84,-115,180,223,243,0.2659,185,107,2716,0
2017/11/2,74.14,74.23,73.92,74.01,72.58,1,1563,2072,0,300,0,532,832,-147,-182,193,223,202,0.221,158,78,2716,0
2017/11/3,74.14,74.23,73.83,73.92,72.64,1,1456,2045,0,729,100,-10,819,-37,-31,187,223,180,0.1969,133,83,2716,0
2017/11/6,74.36,74.44,73.83,74.05,72.7,1,1573,2025,0,1064,0,-95,969,-40,-70,191,222,219,0.2396,174,88,2716,0
2017/11/7,74.18,74.44,74.05,74.44,72.78,1,2211,2139,1,1463,0,-79,1384,155,185,190,222,248,0.2713,129,167,2716,0
2017/11/8,74.36,74.36,74.14,74.14,72.84,1,810,1978,0,209,0,-37,172,-148,-211,192,221,209,0.2287,169,64,2716,0
2017/11/9,74.14,74.23,73.66,73.66,72.87,1,1258,1782,0,302,0,-79,223,-239,-291,197,221,287,0.314,240,87,2716,0
2017/11/10,73.57,73.79,73.27,73.79,72.91,1,923,1660,0,189,0,-64,125,-174,-252,200,221,272,0.2976,221,101,2716,0
2017/11/13,73.53,73.66,73.48,73.57,72.94,1,979,1422,0,91,0,-181,-90,-120,-113,199,221,258,0.2823,205,98,2716,0
2017/11/14,73.57,73.57,73.27,73.44,72.96,1,1016,1310,0,5,0,-552,-547,-423,-534,199,221,322,0.3523,284,96,2716,1
2017/11/15,73.14,73.18,72.57,72.7,72.95,0,6270,1806,1,-119,0,-4161,-4280,-3068,-3122,330,216,615,0.6729,593,107,2716,1
2017/11/16,72.7,73.09,72.61,72.96,72.95,1,2177,1867,1,-105,0,-905,-1010,-1042,-1069,377,217,464,0.5077,426,135,2556,1
2017/11/17,73.57,73.7,73.44,73.62,72.98,1,7196,2441,1,4904,0,-5152,-248,-853,-822,352,209,444,0.4858,369,194,2556,1
2017/11/20,73.66,73.7,73.22,73.31,73,1,2301,2514,0,-258,0,-1008,-1266,-742,-881,372,206,393,0.43,340,125,2603,1
2017/11/21,73.22,74.01,73.22,73.96,73.04,1,4470,2740,1,-2149,0,2524,375,-94,62,388,205,362,0.3961,244,209,2573,0
2017/11/22,74.31,74.71,74.1,74.31,73.09,1,4914,3150,1,1664,2000,-1215,2449,1230,920,313,204,456,0.4989,186,390,2573,0
2017/11/23,74.31,74.49,74.14,74.36,73.15,1,1552,3180,0,91,0,162,253,151,207,277,204,279,0.3053,133,190,2573,0
2017/11/24,74.4,74.44,74.14,74.31,73.2,1,1069,3194,0,404,0,-289,115,334,328,280,203,270,0.2954,108,200,2573,0
2017/11/27,74.31,74.31,73.4,73.44,73.21,1,2127,3309,0,-574,0,-352,-926,-256,-461,342,203,388,0.4245,300,176,2619,0
2017/11/28,73.27,73.31,72.87,72.96,73.2,0,2007,3408,0,-596,0,-743,-1339,-524,-628,377,201,414,0.453,352,153,2619,0
2017/11/29,73,73.27,72.92,73.05,73.19,0,1382,2920,0,-79,0,-193,-272,-253,-341,377,201,301,0.3293,250,96,2686,0
2017/11/30,72.44,72.44,71.78,71.78,73.13,0,8038,3506,1,-5944,0,-362,-6306,-3221,-3200,595,203,656,0.7177,642,123,2997,0
2017/12/1,71.7,72.35,71.26,72.09,73.09,0,5620,3348,1,-2132,0,-1597,-3729,-2667,-2867,654,214,638,0.698,610,218,3184,0
2017/12/4,72.13,72.39,71.87,72.35,73.05,0,1504,3268,0,-841,0,411,-430,-300,-380,668,217,349,0.3818,275,155,3184,0
2017/12/5,72.04,72.13,71.74,71.78,73,0,1880,3009,0,-698,0,-144,-842,-811,-860,733,225,430,0.4705,384,118,3184,0
2017/12/6,71.65,71.65,70.56,70.56,72.89,0,13235,3841,1,-8563,-90,-2186,-10839,-8224,-7564,960,219,796,0.8709,786,201,3184,1
2017/12/7,70.87,70.91,70.21,70.6,72.79,0,7309,4417,1,-3738,0,-1965,-5703,-4108,-3848,1122,210,732,0.8009,719,199,3561,1
2017/12/8,71.13,71.13,70.39,70.6,72.7,0,6280,4938,1,-3623,0,-1048,-4671,-3382,-3101,1209,222,670,0.733,649,154,4376,1
2017/12/11,70.87,71.26,70.87,71.13,72.63,0,2739,4999,0,-1757,0,-2,-1759,-1423,-1361,1268,224,555,0.6079,498,219,4386,0
2017/12/12,71.04,71.13,70.3,70.65,72.54,0,3941,5193,0,-3354,-50,193,-3211,-1598,-1646,1323,234,531,0.5816,500,139,4386,0
2017/12/13,70.78,70.87,70.6,70.69,72.46,0,1677,5222,0,-1140,-50,-90,-1280,-398,-389,1300,237,343,0.3757,293,109,4386,1
2017/12/14,71.17,71.56,71,71.35,72.41,0,2246,4643,0,199,0,263,462,388,471,1223,241,407,0.4458,230,269,4366,0
2017/12/15,71.26,71.26,70.39,70.78,72.34,0,4077,4489,0,-1041,-1000,-66,-2107,-969,-1073,1296,248,493,0.54,449,134,4366,1
2017/12/18,70.87,70.91,70.56,70.87,72.28,0,3843,4723,0,-1261,0,892,-369,-225,-89,1284,248,301,0.3297,229,144,4366,1
2017/12/19,70.87,71.04,70.43,70.52,72.2,0,4095,4944,0,-1626,0,341,-1285,-391,-408,1285,235,362,0.3965,305,131,4366,0
2017/12/20,70.52,70.78,70.47,70.74,72.14,0,4652,4086,1,-1926,0,1450,-476,-242,-125,1296,243,287,0.3143,233,118,4366,0
2017/12/21,70.78,71,70.69,70.69,72.08,0,1241,3479,0,-508,0,327,-181,-34,-16,1302,250,263,0.2881,185,136,4366,1
2017/12/22,70.52,71,70.43,70.95,72.03,0,1645,3016,0,-689,0,462,-227,3,31,1291,248,264,0.2892,194,136,4366,1
2017/12/25,70.95,71.17,70.95,71.08,71.99,0,1003,2842,0,-47,0,186,139,277,342,1290,237,304,0.333,137,218,4366,1
2017/12/26,71.08,71.08,70.26,70.39,71.92,0,2578,2706,0,-1434,0,-560,-1994,-623,-673,1279,251,410,0.4491,367,134,4366,1
2017/12/27,70.34,70.6,70.3,70.6,71.86,0,3600,2898,1,795,0,171,966,-35,-31,1261,254,297,0.3253,225,132,4366,1
2017/12/28,70.91,71.35,70.91,71.3,71.84,0,3095,2983,1,1231,0,-328,903,802,835,1196,262,409,0.448,183,316,4366,1
2017/12/29,71.35,71.74,71.35,71.7,71.83,0,4690,3044,1,2802,0,626,3428,2268,1726,1134,257,550,0.6024,222,487,4366,1
2018/1/2,71.7,72.09,71.7,72.09,71.84,1,3613,3021,1,1646,333,326,2305,2015,2027,964,275,538,0.5893,170,488,4254,1
2018/1/3,72.39,72.83,72.39,72.74,71.88,1,7196,3331,1,2153,0,3534,5687,4655,3895,727,271,697,0.7634,228,659,3611,1
2018/1/4,72.87,73,72.61,72.87,71.92,1,5628,3429,1,1618,-200,2389,3807,3162,2295,600,264,583,0.6386,182,537,3611,0
2018/1/5,72.87,73.14,72.7,73.09,71.97,1,7617,4067,1,5749,0,548,6297,3113,2586,472,264,612,0.6703,194,569,2506,1
2018/1/8,73.14,73.44,73.05,73.4,72.04,1,5190,4421,1,3521,0,-173,3348,2438,2228,396,255,580,0.6353,199,534,2506,1
2018/1/9,73.4,73.53,73.22,73.44,72.1,1,3665,4687,0,1815,0,-819,996,1525,1441,371,251,490,0.5373,145,433,2506,1
2018/1/10,73.4,73.53,72.92,73.09,72.14,1,5750,5004,1,302,0,-2161,-1859,969,704,382,244,406,0.4452,183,328,2483,1
2018/1/11,73,73.05,72.52,72.79,72.17,1,2579,4902,0,-743,0,-608,-1351,397,354,373,242,329,0.3607,175,232,2483,1
2018/1/12,72.92,73.48,72.87,73.4,72.22,1,2871,4880,0,-39,0,1327,1288,848,778,343,240,362,0.3969,149,299,2483,1
2018/1/15,73.79,73.92,73.66,73.88,72.29,1,2820,4693,0,80,0,1229,1309,691,702,270,230,436,0.4781,186,351,2483,1
2018/1/16,73.88,74.18,73.75,74.18,72.38,1,3956,4727,0,-777,0,39,-738,792,759,242,206,452,0.4956,176,370,2483,1
2018/1/17,73.88,74.58,73.88,74.31,72.46,1,5698,4577,1,3541,-250,-1669,1622,1262,1199,250,140,475,0.5208,180,421,2483,1
2018/1/18,74.62,75.54,74.62,75.32,72.58,1,6899,4705,1,2646,257,2388,5291,1604,1685,225,105,601,0.659,252,530,2483,1
2018/1/19,75.36,76.06,75.36,76.06,72.74,1,5302,4473,1,911,0,125,1036,1094,967,220,94,497,0.545,223,412,2483,1
2018/1/22,76.06,76.76,76.06,76.76,72.91,1,4441,4398,1,-520,875,-804,-449,356,294,215,70,445,0.4879,274,324,2483,0
2018/1/23,76.84,77.15,76.71,77.06,73.09,1,5800,4612,1,2157,0,-428,1729,522,357,211,13,464,0.5088,271,327,2593,0
2018/1/24,76.8,76.8,75.8,76.1,73.22,1,5103,4547,1,31,0,-1334,-1303,-300,-468,300,0,489,0.5362,391,274,2593,0
2018/1/25,76.15,77.06,76.06,76.32,73.36,1,4984,4787,1,339,170,-871,-362,-115,-280,283,0,447,0.4901,342,254,2593,0
2018/1/26,76.32,76.45,75.8,76.36,73.49,1,7775,5278,1,-2624,0,-2917,-5541,-2137,-2107,485,0,613,0.6721,567,231,2593,0
2018/1/29,76.54,77.13,76.27,76.59,73.62,1,6446,5640,1,-2750,0,-1654,-4404,-2521,-2529,501,12,596,0.6535,563,194,2907,0
2018/1/30,76.27,76.41,75.65,75.69,73.71,1,4966,5741,0,-494,-644,-136,-1274,-1695,-1807,531,16,544,0.5965,500,171,2921,0
2018/1/31,75.56,76.1,75.33,75.78,73.8,1,4252,5597,0,-1222,-285,974,-533,-512,-415,533,7,444,0.4868,357,227,3021,0
2018/2/1,75.87,76.54,75.87,76.32,73.91,1,2915,5198,0,387,0,109,496,-146,-133,644,17,374,0.4101,268,198,3021,0
2018/2/2,75.96,76.23,75.51,76.01,74,1,3082,4976,0,-1960,0,261,-1699,-597,-610,772,57,361,0.3958,313,136,3021,0
2018/2/5,74.48,74.98,74.22,74.84,74.04,1,7076,5240,1,-3784,-815,-760,-5359,-2715,-2706,933,60,665,0.7292,642,213,3021,0
2018/2/6,72.38,72.6,70.55,71.31,73.92,0,32223,7882,1,-17799,-1100,-1403,-20302,-14583,-12384,1496,74,837,0.9178,825,381,3534,1
2018/2/7,72.83,72.87,72.16,72.2,73.85,0,10182,8390,1,-2829,0,-1865,-4694,-4214,-4271,1528,97,804,0.8816,769,491,4108,1
2018/2/8,72.2,72.47,71.89,72.16,73.77,0,4515,8343,0,-2581,0,-341,-2922,-1259,-1418,1511,110,614,0.6732,543,264,4345,1
2018/2/9,70.37,70.9,69.83,70.77,73.64,0,16211,9187,1,-7120,0,-236,-7356,-7588,-6862,1831,104,826,0.9057,813,421,4873,1
2018/2/12,71.22,71.53,71.08,71.35,73.54,0,8444,9387,0,-4097,-300,-947,-5344,-1793,-1407,1843,121,671,0.7357,593,402,6243,1
2018/2/21,72.87,73.14,72.6,72.96,73.52,0,11646,10055,1,-3518,1100,2311,-107,-124,89,1726,145,716,0.7868,557,542,6754,1
2018/2/22,72.96,72.96,72.29,72.51,73.47,0,3750,10004,0,-1511,0,-1356,-2867,-1273,-1244,1798,164,551,0.6055,499,219,6782,1
2018/2/23,72.87,73.5,72.87,73.41,73.47,0,3779,10091,0,46,550,330,926,975,750,1666,166,542,0.5956,305,440,6782,0
2018/2/26,73.9,74.13,73.72,73.77,73.48,1,3289,10112,0,1378,0,-511,867,491,288,1496,182,507,0.5578,318,359,6782,0
2018/2/27,74.39,74.48,73.72,73.72,73.49,1,7664,10170,0,5497,0,-275,5222,1233,627,1407,198,529,0.582,309,396,6983,0
2018/3/1,73.01,73.37,72.65,73.19,73.48,0,4344,7382,0,-930,0,-533,-1463,-279,-513,1388,190,481,0.5303,405,240,7240,1
2018/3/2,72.38,72.69,72.02,72.65,73.44,0,6262,6990,0,-2827,0,439,-2388,-925,-1075,1337,206,587,0.6472,539,235,7292,1
2018/3/5,72.6,72.96,72.2,72.29,73.39,0,3724,6911,0,-1036,0,452,-584,-53,-162,1293,219,434,0.479,355,217,7312,1
2018/3/6,73.1,73.54,73.05,73.54,73.4,1,5732,5863,0,2360,-850,1908,3418,1528,1382,1207,229,532,0.5872,222,453,7512,1
2018/3/7,73.19,73.81,73.14,73.23,73.39,0,2619,5281,0,434,0,-606,-172,190,97,1196,265,414,0.457,267,261,7782,1
2018/3/8,73.54,74.13,73.54,74.08,73.42,1,3233,4440,0,2041,0,187,2228,1169,1133,1140,285,482,0.532,213,406,7782,1
2018/3/9,74.22,74.31,74.04,74.17,73.46,1,2832,4348,0,-155,0,998,843,835,738,1093,287,435,0.4801,205,351,7782,1
2018/3/12,74.84,75.42,74.8,75.33,73.54,1,8752,4845,1,3847,500,3642,7989,3325,2948,962,312,661,0.7304,244,613,7782,0
2018/3/13,75.51,76.05,75.47,76.05,73.65,1,9837,5500,1,2026,0,5736,7762,4012,2931,933,285,661,0.7304,231,629,7782,0
2018/3/14,75.51,75.6,75.2,75.47,73.73,1,3416,5075,0,205,600,-520,285,460,322,951,249,504,0.5569,320,364,6641,0
2018/3/15,75.2,75.47,75.11,75.42,73.8,1,3507,4991,0,354,0,-265,89,443,401,955,255,378,0.4177,207,264,5011,0
2018/3/16,75.2,75.38,74.39,75.11,73.86,1,5511,4916,1,-332,0,-1664,-1996,-114,-248,1006,261,517,0.5713,387,317,5011,0
2018/3/19,74.89,75.29,74.71,75.07,73.91,1,2036,4748,0,489,0,254,743,234,205,969,278,337,0.3724,182,229,5011,0
2018/3/20,74.48,75.02,74.48,75.02,73.96,1,2895,4464,0,1311,-1100,683,894,217,210,958,255,305,0.337,175,201,5011,0
2018/3/21,75.02,75.29,74.84,75.07,74.01,1,4892,4691,1,3070,-1100,-1104,866,141,27,951,257,316,0.3492,200,195,2135,0
2018/3/22,75.2,75.74,74.71,74.8,74.04,1,3430,4711,0,1285,0,-146,1139,385,319,950,257,389,0.4298,248,276,2135,0
2018/3/23,73.28,73.77,73.23,73.5,74.02,0,8260,5254,1,-509,0,-5475,-5984,-1416,-1409,995,254,631,0.6972,588,248,2714,1
2018/3/26,73.28,73.59,73.05,73.59,74,0,4369,4815,0,-1869,0,-1378,-3247,-500,-561,991,253,446,0.4928,369,200,3518,1
2018/3/27,74.31,74.66,74.26,74.66,74.03,1,3278,4159,0,1212,0,143,1355,17,-16,945,259,444,0.4906,282,295,4095,0
2018/3/28,74.22,74.22,73.59,73.63,74.01,0,4161,4234,0,339,0,-3243,-2904,-1136,-1257,960,253,466,0.5149,430,126,6144,0
2018/3/29,73.63,73.72,73.23,73.5,73.99,0,4100,4293,0,-2161,122,-1292,-3331,-843,-894,971,253,401,0.4431,372,100,7156,1
2018/3/30,73.99,74.35,73.99,74.17,74,1,4994,4242,1,2627,0,-752,1875,490,519,917,253,403,0.4453,220,286,8507,0
2018/3/31,74.17,74.35,74.08,74.26,74.01,1,878,4126,0,83,78,-53,108,-142,-151,944,252,275,0.3039,211,111,8507,0
2018/4/2,74.17,74.26,73.54,73.63,73.99,0,3737,4210,0,-1362,0,-82,-1444,-613,-676,984,254,377,0.4166,345,95,8888,1
2018/4/3,72.96,73.01,72.69,72.96,73.95,0,6188,4340,1,-3766,0,-1273,-5039,-2357,-2356,1144,258,606,0.6696,592,114,10096,1
2018/4/9,73.54,73.68,73.05,73.59,73.93,0,3401,4337,0,-1288,0,2237,949,232,107,1074,293,408,0.4508,266,246,10091,1
2018/4/10,73.5,74.17,73.19,73.86,73.93,0,3860,3897,0,-44,0,2030,1986,115,189,1082,291,389,0.4298,234,265,10091,0
2018/4/11,74.22,74.39,74.08,74.17,73.94,1,2604,3720,0,-409,940,167,698,280,184,1036,292,355,0.3923,214,234,10091,0
2018/4/12,74.35,74.44,73.63,73.86,73.93,0,3592,3752,0,-1676,1530,-506,-652,-96,-201,1017,292,303,0.3348,230,141,10091,1
